ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
931,4,5,3,1.28,935.331,"Hi,I am Michael Fields and from 3216 Benjamin Gardens
North Ashleyberg, CO 91007. 
I am having trouble with my medical claim, my employee ID is EMP039-62-8198 and amount was $608.03. 
The payment was made through my credit card 4980659799968457. 
My other details such as designation is Conservator, furniture email is andrewduke@yahoo.com and postal code is 81666. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
932,1,1,3,0.196,935.527,"I noticed unauthorized transactions on my credit card statement for the amount of $65.04 on 2017-01-01. The transactions are listed as Riley, Nelson and Nelson. I did not authorize these transactions and would like them to be reversed immediately to my credit card 38288216772332.",money date company credit_card_number,1
933,1,6,2,0.888,936.415,"Hi, I have been logged out of my account and cannot login back. my username is jasonwilliams. Please resolve it.",username,0
934,3,4,3,2.044,938.459,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 376-59-4917. Please initiate the recruitment under my project. thanks",ssn,1
935,2,0,3,0.247,938.706,"Hi team I want to access https://gallegos.com/ website for research purpose kindly remove the site from the proxy. My employee id is 542-53-2611 and my profile is Accountant, chartered.",url ssn job,1
936,3,1,2,0.344,939.05,"I made a payment of $31,794.95 for my account on 1997-11-05, but it has not been credited yet. The payment was made using my credit card 503829087108. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is charlesgraves@yahoo.com and phone number is 7806292375547",money date credit_card_number mail phone_number,1
937,1,4,1,0.189,939.239,"Hi Team, I was wondering whether this Nurse, learning disability is still available in this team. I want to refer my friend for this role. please confirm.",job,0
938,2,2,2,0.25,939.489,"Hi,I am Lisa Martin and my employee ID is EMP701-73-9185. 
I am having trouble with my travel claim, my expense amount was $98,129.91 for reimbursement.
 My other details such as designation is Accountant, chartered certified and email is qrice@gmail.com. 
The payment was done with given credit card number 6011143249183379 and credit card type VISA 13 digit.",name ssn money job mail credit_card_number cc_provider,1
939,1,6,3,0.372,939.861,"I am unable to log in to my account. My credentials are, username brooke79, email jodithompson@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
940,3,2,3,2.724,942.585,"Hi,I am Kim Williams DVM and my employee ID is EMP166-99-2016. 
I am having trouble with my travel claim, my expense amount was $9.58 for reimbursement. 
My other details such as email is ellentrujillo@hotmail.com and postal code is 85983 and account number is OKHG74953259873979. 
Please look into matter asap. My place of residence is 34944 Bryant Island Apt. 422
West Billy, FL 78115.",name ssn money mail zip_code bank_account_number address,1
941,3,2,2,0.192,942.777,"Dear team, I am shifting to Tylermouth from New Keith due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
942,1,1,2,2.919,945.696,"I noticed unauthorized transactions on my credit card statement for the amount of $130.24 on 2018-08-26. The transactions are listed as Kelly, Harris and Wilkerson. I did not authorize these transactions and would like them to be reversed immediately to my credit card 180096475087094.",money date company credit_card_number,1
943,2,2,1,1.114,946.81,"Hi, I need $2.90 for my international business travel that is on 2020-02-10 please see the attached itinerary and approval. Thank you.",money date,0
944,4,4,3,1.213,948.023,"Hi I am Antonio Robinson, currently working as Further education lecturer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
945,4,7,3,0.6,948.623,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
946,0,0,3,0.18,948.803,Hi team I want to access http://burns-gonzales.com/ website for research purpose kindly remove the site from the proxy. My employee id is 681-29-8320 and my profile is Product/process development scientist.,url ssn job,1
947,1,3,3,1.002,949.805,"Hi, I have applied for the sick leave on 2013-12-05 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
948,4,6,3,0.912,950.717,"Hi, I have been logged out of my account and cannot login back. my username is kellyobrien. Please resolve it.",username,0
949,0,0,2,0.083,950.8,"Hi team I want to access https://lawson.org/ website for research purpose kindly remove the site from the proxy. My employee id is 093-56-8393 and my profile is Therapist, music.",url ssn job,1
950,3,4,2,0.141,950.941,"Hi Team, I was wondering whether this Designer, jewellery is still available in this team. I want to refer my friend for this role. please confirm.",job,0
951,4,3,2,0.837,951.778,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
952,3,1,2,1.347,953.125,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
953,1,3,2,0.011,953.136,"Hi team, I am Michael Fields, employee id 039-62-8198. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
954,4,2,2,0.253,953.389,"Hi,I am Judith Day and my employee ID is EMP093-56-8393. 
I am having trouble with my travel claim, my expense amount was $1,298.07 for reimbursement. 
My other details such as email is daughertyalice@hotmail.com and postal code is 67197 and account number is DENP25345210819401. 
Please look into matter asap. My place of residence is 04201 Cohen Way
Georgefort, HI 78601.",name ssn money mail zip_code bank_account_number address,1
955,4,2,3,0.85,954.239,"Hi,I am Susan Silva and my employee ID is EMP326-21-8461. 
I am having trouble with my travel claim, my expense amount was $7,484.55 for reimbursement. 
My other details such as email is kimberly89@hotmail.com and postal code is 07382 and account number is VCCJ28934015877614. 
Please look into matter asap. My place of residence is 296 Nicholas Mountain Suite 816
New Susan, OH 37937.",name ssn money mail zip_code bank_account_number address,1
956,1,5,3,0.069,954.308,"Hi,I am Alexander Bowman and I work in Garcia, Ingram and Medina. My employee ID is EMP040-21-5399. 
I am having trouble with health account, my userid is nathan19 and amount was $4,937.60. 
My postal code is 19568. My country of residence is 91470 Fernandez Streets
Port Josephshire, WV 18165. 
Please look into matter asap.",name company ssn username money zip_code address,1
957,0,5,2,0.015,954.323,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city West Jamesbury.,city,0
958,0,1,2,3.75,958.073,"Hi,I am Brittany Johnson and my employee ID is EMP308-81-5479. 
I am having trouble with my hardware claim, my expense amount was $66,359.58 for reimbursement. 
My other details such as designation is Immigration officer, userid fwalls and email is hallen@hotmail.com.",name ssn money job username mail,1
959,4,6,2,0.453,958.526,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
960,2,4,3,2.302,960.828,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 339-80-8753. Please initiate the recruitment under my project. thanks",ssn,1
961,1,1,0,0.336,961.164,"Hi, I need a corporate credit card for my international travel with the $1,722.71. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
962,0,4,0,0.706,961.87,"Hi Team, I was wondering whether this Therapist, nutritional is still available in this team. I want to refer my friend for this role. please confirm.",job,0
963,3,7,3,1.193,963.063,"Hi, can I make the payment of purchase of product by my personal credit card? I do not have corporate one issued yet.",,0
964,2,3,2,0.055,963.118,"Hi team, I want a leave from 1998-02-24 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Robert Moon, designation Community pharmacist",date name job,1
965,0,7,3,0.116,963.234,"I am experiencing technical issues with Garbage Disposal Unit. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username matthew55, Email alexandra42@hotmail.com.",product_name username mail,1
966,1,5,3,0.281,963.515,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city Lake Christopher.,city,0
